"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","Einleitung","Probandencode[Vorname]","Probandencode[Strasse]","Probandencode[Tag]","AutoFahrt","Fahrtblock","DatumFahrt","DauerFahrt","L2AnteilFahrt","KmVorFahrt","DefGesamtsystem1","Vertrauen[TiA1]","Vertrauen[TiA2]","Vertrauen[TiA3]","Vertrauen[TiA4]","Vertrauen[TiA5]","Vertrauen[TiA6]","Vertrauen[TiA7]","Vertrauen[TiA8]","Vertrauen[TiA9]","Vertrauen[TiA10]","Vertrauen[TiA11]","Vertrauen[TiA12]","Vertrauen[TiA13]","Vertrauen[TiA14]","Vertrauen[TiA15]","Vertrauen[TiA16]","Vertrauen[TiA17]","Vertrauen[TiA18]","Vertrauen[TiA19]","DefGesamtsystem2","Akzeptanz[PE1]","Akzeptanz[PE3]","Akzeptanz[PE4]","Akzeptanz[EE1]","Akzeptanz[EE2]","Akzeptanz[EE3]","Akzeptanz[EE4]","Akzeptanz[ATT1]","Akzeptanz[ATT2]","Akzeptanz[ATT3]","Akzeptanz[ATT4]","Akzeptanz[FC1]","Akzeptanz[FC2]","Akzeptanz[FC3]","Akzeptanz[ITU1]","Akzeptanz[ITU2]","Akzeptanz[ITU3]","Akzeptanz[PS1]","Akzeptanz[PS2]","Akzeptanz[PS3]","Akzeptanz[PS4]","Akzeptanz[PS5]","Akzeptanz[PS6]","DefGesamtsystem3","Systemverstaendnis[1]","Systemverstaendnis[2]","Systemverstaendnis[3]","Systemverstaendnis[4]","Systemverstaendnis[5]","Systemverstaendnis[6]","Systemverstaendnis[7]","Systemverstaendnis[8]","Systemverstaendnis[9]","Systemverstaendnis[10]","Systemverstaendnis[11]","Systemverstaendnis[12]","Systemverstaendnis[13]","Systemverstaendnis[14]","Systemverstaendnis[15]","Systemverstaendnis[16]","DefGesamtsystem4","NDRTs[NDRT1]","NDRTs[NDRT2]","NDRTs[NDRT3]","NDRTs[NDRT4]","NDRTs[NDRT5]","NDRTs[NDRT6]","NDRTs[NDRT7]","NDRTs[NDRT8]","MatrixNDRTsFreitext[0_SQ001]","MatrixNDRTsFreitext[1_SQ001]","MatrixNDRTsFreitext[2_SQ001]","MatrixNDRTsFreitext[3_SQ001]","MatrixNDRTsFreitext[4_SQ001]","MatrixNDRTsFreitext[5_SQ001]","DefGesamtsystem5","SubjUeberwachguete[1]","SubjEinflussSetting","SubjEinflussSettKomm","Kommentare","SonstKommentare","interviewtime","groupTime6715","EinleitungTime","ProbandencodeTime","AutoFahrtTime","FahrtblockTime","DatumFahrtTime","DauerFahrtTime","L2AnteilFahrtTime","KmVorFahrtTime","groupTime6886","DefGesamtsystem1Time","VertrauenTime","groupTime6887","DefGesamtsystem2Time","AkzeptanzTime","groupTime6888","DefGesamtsystem3Time","SystemverstaendnisTime","groupTime6889","DefGesamtsystem4Time","NDRTsTime","MatrixNDRTsFreitextTime","groupTime6890","DefGesamtsystem5Time","SubjUeberwachgueteTime","SubjEinflussSettingTime","SubjEinflussSettKommTime","KommentareTime","SonstKommentareTime"
"80","2022-04-07 18:03:25","6","de","720271358","2022-04-07 17:50:04","2022-04-07 18:03:25","","TA","BU","09","1","2","2022-04-07 00:00:00","80","75","250","","2","4","1","5","1","3","1","5","2","1","3","3","2","3","4","2","1","2","2","","5","3","4","6","7","7","7","6","4","5","5","4","7","4","6","6","6","2","4","3","5","5","6","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","0","0","3","2","1","0","4","1","","","","","","","","5","0","In manchen Situationen hätte ich nicht die Geschwindigkeitsbegrenzung am Lenkstockhebel angepasst sondern manuell übersteuert.","","","801.47","167.82","","","","","","","","","130.35","","","218.39","","","95.15","","","74.16","","","","115.6","","","","","",""
"83","2022-04-11 17:42:21","6","de","1488414028","2022-04-11 17:31:22","2022-04-11 17:42:21","","de","La","01","0","1","2022-04-11 00:00:00","50","45","45","","4","4","3","4","3","4","1","4","3","2","3","2","3","3","2","2","3","3","3","","6","4","5","7","6","6","6","6","6","6","6","5","6","4","6","6","7","3","5","4","5","4","6","","1","1","0","1","0","1","1","1","0","0","2","1","1","1","1","0","","1","2","4","4","3","0","4","2","","","","","","","","6","1","","","","659.41","111.86","","","","","","","","","175.1","","","180.31","","","98.15","","","58.66","","","","35.33","","","","","",""
"84","2022-04-11 20:11:52","6","de","883718015","2022-04-11 19:44:42","2022-04-11 20:11:51","","Ga","Mü","09","2","1","2022-04-11 00:00:00","50","50","1","","1","2","0","1","4","2","2","3","1","2","3","0","0","0","4","3","0","1","1","","3","1","2","3","3","3","4","1","2","1","1","1","4","4","2","1","1","6","7","5","1","1","1","","1","1","1","0","0","1","1","0","0","0","0","2","1","1","0","1","","4","3","5","4","4","0","4","3","","","","","","","","6","0","Eingabe des Fahrziels in das Navy ","Das System ist nicht ausgereift und macht das Auto bei dichtem Verkehr zu einem Verkehrshindernis bzw erzeugt gefährliche Situationen.","Es gibt noch viel zu verbessern.  ","1287.86","163.31","","","","","","","","","260","","","232.55","","","168.99","","","159.07","","","","303.94","","","","","",""
"85","2022-04-13 11:50:52","6","de","2004936867","2022-04-13 11:42:18","2022-04-13 11:50:52","","De","La","01","0","2","2022-04-13 00:00:00","60","50","250","","3","4","2","4","3","4","1","4","3","2","3","2","3","3","1","1","3","3","4","","7","6","4","6","7","6","6","6","5","6","6","6","6","4","7","7","7","2","4","4","5","4","6","","1","1","0","1","0","1","1","0","0","2","2","1","2","1","0","2","","1","2","4","4","3","0","3","2","","","","","","","","6","1","","","","515.85","60.57","","","","","","","","","89.62","","","126.39","","","134.27","","","72.45","","","","32.55","","","","","",""
"87","2022-04-14 12:31:50","6","de","988906777","2022-04-14 12:16:59","2022-04-14 12:31:50","","Ga","Mü","09","2","2","2022-04-14 00:00:00","50","44","250","","2","3","0","1","4","1","3","2","0","3","4","0","0","0","4","2","0","0","1","","2","1","1","2","4","4","4","3","1","1","1","2","4","4","5","4","2","6","7","5","1","1","1","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","1","0","4","2","2","0","4","2","","","","","","","","6","1","","Das abbremsen von 110 kmh auf 40 nahe der Ausfahrt Ludwigsfeld (A99) war krass, da ich die Mittelspur benutzte...","","892.68","198.11","","","","","","","","","180.35","","","163.52","","","119.84","","","62.92","","","","167.94","","","","","",""
"89","2022-04-19 11:58:26","6","de","1362240616","2022-04-19 11:29:56","2022-04-19 11:58:26","","DA","HA","09","2","1","2022-04-19 00:00:00","60","60","10","","3","4","3","3","2","3","0","3","4","1","4","3","3","3","2","0","5","2","3","","7","4","6","7","7","7","7","7","4","5","6","6","7","7","7","7","7","2","1","1","4","6","7","","1","1","2","0","0","1","1","0","0","0","1","1","1","1","0","1","","1","1","5","4","3","0","5","2","","","","","","","","4","1","","kurzes Telefonat während der Fahrt; zweimaliges Bremsen (System kurzzeitig in Standby gerutscht) durch einscherende LKW dann wieder Aufnahme des Systems;","","1709.7","165.26","","","","","","","","","247.1","","","466.11","","","225.8","","","118.22","","","","487.21","","","","","",""
"90","2022-04-19 13:58:09","6","de","1526219395","2022-04-19 13:36:40","2022-04-19 13:58:09","","KE","FR","05","3","1","2022-04-19 00:00:00","65","50","1","","3","4","1","4","1","3","0","4","3","1","4","2","4","3","1","1","1","3","3","","6","5","5","5","7","6","6","5","3","5","6","7","6","6","6","6","6","1","5","6","6","6","6","","1","1","2","0","0","2","1","2","0","0","2","2","1","1","2","2","","1","0","0","4","3","0","2","1","","","","","Dem Kind auf der Rückbank etwas reichen","","","5","1","","das System fährt weniger vorausschauend als ich es tun würde. ","","1290.8","195.56","","","","","","","","","360.66","","","266.13","","","166.63","","","178.24","","","","123.58","","","","","",""
"92","2022-04-21 09:28:06","6","de","696381118","2022-04-21 09:17:15","2022-04-21 09:28:06","","DA","HA","09","2","2","2022-04-21 00:00:00","50","45","365","","4","4","3","4","2","3","1","4","4","1","4","4","3","4","2","1","3","2","4","","7","4","4","7","7","7","7","6","4","4","6","5","7","7","7","7","7","2","4","4","7","7","7","","1","1","0","0","0","1","1","0","0","0","1","1","1","1","0","1","","2","1","5","5","3","2","5","3","","","","","","","","3","1","","","Geführtes abbremsen und somit beenden des Systems ausschließlich bei einscherenden LKW, Beschleunigung und Abbremsen (mir persönlich) manchmal etwas spät","652.51","68.02","","","","","","","","","149.01","","","191.35","","","99.23","","","49.49","","","","95.41","","","","","",""
"93","2022-04-21 16:37:48","6","de","1641840650","2022-04-21 16:19:33","2022-04-21 16:37:48","","KE","FR","05","3","2","2022-04-21 00:00:00","70","60","230","","3","3","1","4","1","3","1","4","3","2","3","3","2","3","3","0","1","2","3","","6","5","5","5","6","7","7","6","3","4","5","6","6","6","6","6","5","1","3","3","5","5","6","","1","1","0","0","0","1","1","2","0","0","2","0","1","1","2","2","","1","1","4","3","3","0","4","3","","","","","","","","4","1","","Das System hat mehrmals die Geschwindigkeit der Parallelspur erfasst. Diese Geschwindigkeit war deutlich anders als die auf meiner Spur. Erst bei der nächsten Schilderbrücke oder nach Aus/Ein schalten erkannte das Sytem wieder die richtige Geschwindigkeit","mich würde interessieren, wie sich der Spurhalteassistent im Falle einer Rettungsgasse verhält. ","1097.56","247.12","","","","","","","","","133.64","","","189.5","","","134.03","","","130.46","","","","262.81","","","","","",""
"94","2022-04-26 21:58:13","6","de","1583827790","2022-04-26 21:34:10","2022-04-26 21:58:13","","Ne","Mü","04","1","1","2022-04-26 00:00:00","60","60","55","","3","3","2","3","4","3","1","3","3","1","3","2","2","3","4","1","0","5","2","","7","6","4","7","7","7","7","5","3","4","5","4","7","7","7","7","7","7","6","4","4","5","3","","1","1","1","0","0","1","1","2","0","0","0","1","1","1","0","1","","1","1","5","4","3","0","3","2","","","","","","","","5","0","Hätte wegen dem Kind öfter Pause gemacht.

","Dss System reagiert suf eingestellte navi Ziele und bremst bei erreichen der Abfahrt stark ab. Damit hab ich nicht gerechnet. Und gelbe Markierungen mit spurwechsel überfordert dss System. ","Hybrid wäre toll nutzbar bis 130 km/h elektrisch möglich ","1443.58","263.03","","","","","","","","","263.35","","","263.93","","","180.19","","","167.15","","","","305.93","","","","","",""
"95","2022-04-28 21:11:56","6","de","2124434580","2022-04-28 20:45:49","2022-04-28 21:11:56","","En","Mü","04","1","2","2022-04-28 00:00:00","45","45","252","","3","3","0","3","4","3","3","4","2","1","3","2","1","3","4","1","0","3","3","","5","1","2","7","7","7","7","4","5","4","4","4","7","7","3","3","4","6","7","6","4","2","3","","1","1","1","0","0","1","1","1","0","0","0","1","1","1","0","2","","0","0","4","3","2","0","5","1","","","","","","","","6","1","","Je länger man das System nutzt um so mehr erkennt man das es noch einige Schwachstellen hat bevor man es flächendeckend nutzen kann","","1565.22","229.93","","","","","","","","","391.09","","","547.63","","","181.74","","","104.01","","","","110.82","","","","","",""
"96","2022-05-02 13:58:53","6","de","499157822","2022-05-02 13:38:01","2022-05-02 13:58:53","","LE","MA","06","1","1","2022-05-02 00:00:00","65","65","45","","3","4","0","3","3","3","1","3","3","0","3","3","1","3","3","1","0","3","3","","6","6","5","5","6","6","6","6","3","5","6","5","4","4","6","6","6","2","3","3","5","5","3","","1","1","0","0","0","1","1","0","0","0","0","1","1","1","0","1","","0","1","3","5","4","1","5","4","","","","","","Brille wechseln (Sehbrille zu Sonnenbrille mit Sehstärke)","","5","1","","Ich habe durch die intuitive Bedienung schnell das System aktivieren können. Die klaren Symbole im Display haben mir ebenfalls ermöglicht, dass ich immer wusste, ab wann das System wieder aktiv ist (zB. nach Spurwechsel)","","1250.33","375.62","","","","","","","","","174.03","","","214.95","","","188.78","","","186.55","","","","110.4","","","","","",""
"97","2022-05-02 14:23:40","6","de","2090836116","2022-05-02 14:05:42","2022-05-02 14:23:40","","KE","BI","07","3","1","2022-05-02 00:00:00","75","70","5","","4","3","2","4","2","3","1","3","3","1","3","3","3","3","3","1","2","3","4","","7","5","6","5","6","6","7","7","4","5","5","7","7","4","7","7","7","1","2","2","6","7","5","","0","1","0","0","0","1","1","0","0","0","2","1","1","1","0","1","","3","3","5","4","4","0","4","3","","","","","","","","5","0","Ich wäre nicht so aufmerksam im Bezug auf mögliche Fehler des Systems gewesen. Ich hätte zudem möglicherweise mehrere verkehrsfremde Aktivitäten im Auto unternommen, Essen etc.","Zu Beginn des Fahrblocks 1 ist bei einer kurzen abrupten Beschleunigung die Motorkontrolleuchte mit entsprechender Warnmeldung aufgetaucht. Nach Abstellen des Fahrzeugs und dreimaligem Neustart und der Behebung des bei der Einführung in das Fahrzeug erklärte Problem mit Kabel 3 der Messinstrumente, konnte die Fahrt ohne Probleme wieder fortgesetzt werden.
Die Fahrt verlief auf der Autobahn ansonsten problemlos. Das System reagiert auch erstaunlich zuvorkommend und vorausschauend.
Lediglich auf der Überlandstrecke gegen Ende der heutigen Fahrt erkannte das System eine abknickende Vorfahrtstraße nicht weshalb entgegen dem System abrupt gegengelenkt werden musste.","","1076.97","307.29","","","","","","","","","120.8","","","123.83","","","95.72","","","70.82","","","","358.51","","","","","",""
"98","2022-05-02 20:16:47","6","de","381503225","2022-05-02 19:40:14","2022-05-02 20:16:47","","Se","Fr","12","2","1","2022-05-02 00:00:00","60","60","40","","3","3","4","3","3","3","1","2","2","1","3","1","2","2","3","1","3","1","2","","4","2","3","4","6","6","7","4","2","5","4","3","6","5","5","5","5","1","5","2","2","4","6","","1","1","2","0","0","1","1","0","0","0","0","2","1","1","0","1","","1","0","1","3","4","0","3","3","","","","","","","","5","1","","System hat eine nicht vorhande Geschwindigkeitsbegrenzung (90 kmh) erkannt. Vermutlich Aufkleber an vorausfahrendem LKW.
System erkennt Geschwindigkeitsbegrenzungen erst bei unmittelbarem vorbei fahren. In meinem Fall Reduzierung von 120 auf 80 kmh. Da ein Abbremsen erst bei passieren des Schildes erfolgt, ist die erlaubte Geschwindigkeit erst nach 100 - 200 Metern erreicht.
Abstandsregelung klappt gut - ich hatte die Einstellung auf 3.
Das automatische Wiederbeschleunigen erfolgt sehr sanft.","Ich bin eigentlich kein Fan von zu vielen Automatismen im Auto, da ich viel zu gerne fahre und mir nicht vorstellen kann, das komplette Fahren dem Fahrzeug zu überlassen. Allerdings finde ich das Ganze auch sehr interessant und freue mich an der Studie teilnehmen zu dürfen. Da man vermutlich in Zukunft nicht an noch mehr ""Helferlein"" vorbei kommt, möchte ich mich zumindest an deren Entwicklung beteiligen.","2193.72","226.25","","","","","","","","","229.29","","","317.21","","","231.08","","","180.12","","","","1009.77","","","","","",""
"99","2022-05-03 00:51:50","6","de","2141955168","2022-05-02 20:17:52","2022-05-03 00:51:50","","UN","MU","04","0","1","2022-05-02 00:00:00","45","45","60","","1","0","0","3","3","2","2","4","1","1","3","4","0","1","4","3","0","3","3","","7","1","4","2","7","5","7","7","2","4","5","1","7","7","7","7","7","4","1","7","5","5","3","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","3","1","5","5","5","1","5","5","","","","","Sich die Umgebung anschauem - aus dem Fenster gucken","","","2","1","","","","798.94","251.89","","","","","","","","","125.25","","","129.27","","","145.75","","","106.47","","","","40.31","","","","","",""
"100","2022-05-04 12:44:49","6","de","239255462","2022-05-04 12:28:14","2022-05-04 12:44:49","","LE","MA","06","1","2","2022-05-04 00:00:00","100","100","235","","3","4","1","3","3","3","1","2","3","1","3","3","1","3","3","1","1","3","3","","7","5","6","5","6","6","6","6","5","6","6","5","5","5","6","6","6","2","5","3","6","5","5","","1","1","0","0","0","1","1","0","0","0","0","1","1","1","0","1","","1","1","3","5","3","0","5","2","","","","","","","","2","1","","Bezüglich den Einstellungen zum Abstand bin ich mir weiterhin unsicher. Ich verstehe manchmal nicht, weshalb das System die Geschwindigkeit deutlich verringert obwohl das voraussfahrende Fahrzeug noch deutlich entfernt ist (zB. kurz vor einem Überholvorgang, mit dem System musste ich deutlich früher als ohne Assistenz den Überholvorgang einleiten um nicht vom System ausgebremst zu werden). Weiterhin ist es für das System schwierig, ein knappes Einscheren von vorausfahrenden Fahrzeugen zu erkennen. Hier muss der Fahrer eingreifen, da das System erst einsetzt, wenn das einscherende Fahrzeug mit dem Reifen deutlich auf der eigenen Fahrbahn ist - als Fahrer hätte ich deutlich früher gebremst/die Geschwindigkeit verringert, wenn ich einen Blinker sehe und das Fahrzeug dein Einschervorgang einleitet.","","993.88","113.62","","","","","","","","","73.24","","","123.44","","","178.67","","","146.62","","","","358.29","","","","","",""
"101","2022-05-04 17:37:01","6","de","549587925","2022-05-04 17:19:05","2022-05-04 17:37:01","","Se","Fr","12","2","2","2022-05-04 00:00:00","60","60","250","","3","3","3","3","4","2","1","3","1","2","2","1","3","2","3","1","3","1","1","","4","2","2","3","5","6","6","4","2","3","3","2","6","6","6","6","6","2","5","5","3","3","6","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","1","1","1","3","4","0","4","3","","","","","","","","6","1","","Ich persönlich habe den Eindruck, dass das System nicht 100 % zuverlässig funktioniert. Deshalb bin ich so sehr damit beschäftigt es zu ""überwachen"", dass ich mich nicht so aufmerksam wie normalerweise mit dem Verkehrsgeschehen befasse. Momentan ist die Nutzung für mich eher mit Gefahren verbunden als wenn ich das System nicht nutzen würde. Allerdings könnte ich mir vorstellen, dass sich dieses Gefühl mit längerer Nutzung bessern würde. Dazu müsste ich aber zuerst von der absolut zuverlässigen Arbeit des Systems überzeugt sein.","","1076.93","112.27","","","","","","","","","139.24","","","172.27","","","110.42","","","63.98","","","","478.75","","","","","",""
"102","2022-05-04 22:13:13","6","de","799808035","2022-05-04 22:03:33","2022-05-04 22:13:13","","UN","MU","04","0","2","2022-05-04 00:00:00","50","50","200","","3","3","0","4","2","3","1","4","1","1","4","2","0","1","4","1","0","0","2","","6","1","4","2","7","5","7","4","1","3","5","1","7","7","6","5","7","6","1","7","5","5","4","","1","1","1","0","0","1","1","1","0","0","0","1","1","1","0","1","","3","1","3","5","3","0","5","5","","","","","","","","0","1","","","","581.22","56.02","","","","","","","","","108.76","","","209.54","","","135.89","","","52.38","","","","18.63","","","","","",""
"103","2022-05-05 18:12:49","6","de","124012231","2022-05-05 18:02:33","2022-05-05 18:12:49","","KE","BI","07","3","2","2022-05-05 00:00:00","60","55","333","","4","3","2","4","2","3","2","4","3","1","3","4","3","3","3","1","1","4","4","","7","5","7","6","7","5","7","7","4","5","6","6","7","5","7","7","7","1","3","2","6","7","6","","0","1","2","0","0","1","1","0","0","0","0","1","1","1","0","1","","5","3","5","4","4","0","4","3","","","","","","","","3","0","Gelegentlich am Mobiltelefon Kurznachrichten verfasst.","","","616.63","108.43","","","","","","","","","147.45","","","149.83","","","105.42","","","62.68","","","","42.82","","","","","",""
"105","2022-05-07 23:51:57","6","de","448179337","2022-05-07 19:08:12","2022-05-07 23:51:57","","ÜM","AN","09","2","1","2022-05-07 00:00:00","75","75","1","","3","3","1","3","3","3","1","3","3","1","3","3","3","3","3","1","1","3","3","","7","4","7","7","7","7","7","7","7","7","7","7","7","7","7","7","4","1","3","1","7","7","6","","0","1","0","0","0","1","1","1","0","0","0","1","1","1","0","1","","3","3","4","3","1","0","3","2","","","","","","","","5","1","","","","17024.7","16639.1","","","","","","","","","91.55","","","110.74","","","103.2","","","56.04","","","","24.05","","","","","",""
"106","2022-05-08 13:45:18","6","de","1947032707","2022-05-08 13:28:49","2022-05-08 13:45:18","","ÜM","AN","09","2","2","2022-05-08 00:00:00","95","90","98","","3","4","1","3","4","3","1","3","3","1","4","3","3","3","1","1","1","3","3","","7","4","7","7","7","7","7","7","6","7","7","7","7","7","7","7","4","1","2","1","1","7","7","","0","1","0","0","0","1","1","1","0","0","0","1","0","1","0","1","","2","3","3","3","2","0","2","1","","","","","","","","6","1","","","","989.89","625.04","","","","","","","","","86.76","","","103.23","","","96.78","","","55.26","","","","22.82","","","","","",""
"107","2022-05-09 14:03:06","6","de","941709516","2022-05-09 13:46:23","2022-05-09 14:03:06","","TE","WI","03","1","1","2022-05-09 00:00:00","50","50","60","","3","4","1","5","3","2","3","4","3","2","1","4","1","1","4","1","1","1","3","","7","7","7","7","7","7","7","7","1","4","1","1","7","7","7","7","7","1","1","1","7","7","4","","0","1","1","0","0","1","1","0","0","0","2","1","1","1","0","2","","1","1","3","3","1","0","3","1","","","","","","","","6","1","","Grundsätzlich klappen Spurhalteassi und Abstandhalter ausgezeichnet. Der Tempomat hat vereinzelt unerwartete Dinge gemacht (Nichtbeachtung Tempolimit. Obwohl erkannt, Beschleunigung über die vor einer Tempolimitstrecke gewählte Ges chwindigkeit hinaus)","Sehr professionelle Einführung, Fragen könnten teilweise präziser formuliert sein","1002.67","105.65","","","","","","","","","189.06","","","216.02","","","116.16","","","128.16","","","","247.62","","","","","",""
"110","2022-05-09 22:54:11","6","de","1964390787","2022-05-09 22:21:20","2022-05-09 22:54:11","","MA","MÜ","08","3","1","2022-05-09 00:00:00","45","40","15","","3","0","0","2","3","3","3","2","2","4","1","3","2","0","3","2","1","1","3","","6","1","5","2","6","5","5","4","1","2","2","3","6","3","5","5","2","5","7","5","3","2","1","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","3","4","5","5","5","0","5","3","","","","","","","","6","1","","Die Überwachung des Innenraums und Aufzeichnung von Daten drängt einen eher dazu, regelkonform zu fahren. Nichtsdestotrotz, wäre meine erste Fahrt genauso wie hier auch, um das System kennenzulernen.","","1971.39","110.55","","","","","","","","","1286.24","","","286.61","","","127.82","","","62.65","","","","97.52","","","","","",""
"111","2022-05-10 11:16:37","6","de","302615395","2022-05-10 10:46:02","2022-05-10 11:16:37","","RA","HA","02","2","1","2022-05-10 00:00:00","60","10","1","","3","3","3","2","3","3","2","3","3","2","3","2","3","2","3","2","1","2","2","","6","6","6","5","5","5","4","5","4","4","4","3","4","3","6","5","5","2","4","4","5","6","4","","1","1","1","0","0","1","1","0","0","0","2","0","1","1","0","2","","0","1","2","0","2","0","1","1","","","","","","","","6","1","","tue mir im Moment noch schwer, die Aufgaben dem Auto/System zu überlassen, greife zu oft ein. Fahre seit  1968 Auto und bin an die Notwendigkeit meines gesamten Einsatzes beim Fahren gewöhnt. 
Werde versuchen, bei der nächsten Fahrt loszulassen","","1834.69","240.68","","","","","","","","","249.36","","","220.78","","","166.37","","","798.4","","","","159.1","","","","","",""
"112","","1","de","1314708798","2022-05-10 16:29:19","2022-05-10 16:35:52","","Ot","Al","09","0","1","2022-05-10 00:00:00","100","85","120","","2","4","","3","3","3","1","4","3","1","1","4","3","3","3","1","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390.94","195.47","","","","","","","","","195.47","","","","","","","","","","","","","","","","","","",""
"114","2022-05-11 11:09:35","6","de","493229329","2022-05-11 10:46:43","2022-05-11 11:09:35","","RA","HA","02","2","2","2022-05-11 00:00:00","65","10","104","","3","3","3","3","4","2","1","3","2","3","3","1","3","2","3","2","3","2","2","","6","6","4","4","5","5","6","6","4","5","5","5","4","3","6","5","6","2","5","2","5","5","6","","1","1","1","0","0","1","1","2","0","0","2","1","1","1","0","1","","0","0","2","2","3","0","1","1","mit Medien beschäfigen","","","aus Wasserflasche trinken","","","","4","1","","PKW auf Mittelstreifen ist langsamer unterwegs als ich auf rechter Spur. Ich fahre an ihm vorüber. Ist das rechts überholen?
Beschleunigung durch System obwohl erkennbar ist, dass es gleich wieder abbremsen muß, weil langsameres Auto vor mir war, störte mich massiv
gelegentlich konnte ich trotz System den Abstand zum Vordermann schlecht abschätzen, habe dann gebremst, da er mir zu gering erschien.
bei ""schräger Fahrbahndecke "" hatte ich das Gefühl, System kann Spur nicht halten. ","Versuch fand ich sehr interessant, auch meine eigene Reaktion. Hätte allerdings Bedarf auf längere Eingewöhnungszeit es zu nutzen, da Mißtrauen vorhanden ist","1373.1","207.87","","","","","","","","","211.81","","","221.58","","","157.15","","","223.34","","","","351.35","","","","","",""
"115","2022-05-11 15:51:04","6","de","974825952","2022-05-11 15:38:57","2022-05-11 15:51:04","","OT","AL","09","0","2","2022-05-11 00:00:00","120","100","250","","3","3","3","3","3","4","1","1","3","1","3","3","3","3","3","1","3","3","3","","7","7","7","7","7","7","7","7","4","7","7","7","7","4","7","7","7","1","7","1","7","7","4","","1","1","1","1","0","1","1","0","0","0","2","1","1","1","0","2","","0","0","4","4","4","1","5","1","","","","","","","","6","1","","","","727.41","123.74","","","","","","","","","189.2","","","177.6","","","115.34","","","97.66","","","","23.87","","","","","",""
"116","2022-05-11 20:10:42","6","de","961909770","2022-05-11 19:56:03","2022-05-11 20:10:42","","TE","WI","03","1","2","2022-05-11 00:00:00","95","95","270","","3","4","1","2","3","3","0","2","3","1","4","1","3","3","4","0","1","1","3","","7","4","4","7","7","7","7","7","1","4","4","1","7","7","7","7","4","1","1","1","7","7","7","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","0","0","1","3","0","0","3","1","","","","","","","","6","1","","Abstandsregelung funktioniert sehr zuverlässig, Geschwindigkeitsbegrenzungen zB im Baustellenbereich werden oft nicht richtig erkannt (konkurrierende Tempolimits)","","879.2","130.15","","","","","","","","","160.96","","","228.25","","","150.31","","","81.7","","","","127.83","","","","","",""
"118","2022-05-13 08:44:51","6","de","1053205901","2022-05-13 08:28:52","2022-05-13 08:44:51","","MA","MÜ","08","3","2","2022-05-12 00:00:00","50","40","250","","3","1","0","3","4","3","3","3","3","4","3","2","0","3","4","2","0","1","3","","5","1","4","3","7","7","7","5","1","2","3","5","7","4","6","5","5","3","6","4","5","4","1","","1","1","1","0","0","1","1","0","0","0","1","1","1","1","0","1","","5","0","5","5","4","0","5","4","","","","","","","","6","1","","","","958.97","93.7","","","","","","","","","523.46","","","171.7","","","93.28","","","63.65","","","","13.18","","","","","",""
"121","2022-05-23 16:57:35","6","de","1295078389","2022-05-23 16:40:49","2022-05-23 16:57:34","","TE","TU","01","0","1","2022-05-23 00:00:00","65","60","5","","1","1","0","4","3","3","1","4","3","1","3","3","3","3","3","1","0","5","3","","6","5","6","6","7","7","7","6","3","4","5","6","7","7","6","6","5","2","4","3","6","6","6","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","1","1","3","3","1","0","2","2","","","","","","","","6","1","","","","1005.48","227.72","","","","","","","","","206.24","","","249.4","","","149.27","","","111.86","","","","60.99","","","","","",""
"122","2022-05-24 11:34:29","6","de","1773694020","2022-05-24 11:19:29","2022-05-24 11:34:29","","TE","TU","01","0","2","2022-05-24 00:00:00","60","50","5","","3","3","0","4","3","3","1","4","3","1","3","3","3","3","4","1","0","5","3","","6","5","6","6","7","7","7","6","4","4","5","6","7","6","6","6","6","2","4","2","6","6","5","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","1","1","2","2","1","0","3","2","","","","","","","","6","1","","System hat trotz regen recht gut funktioniert","","899.74","105.58","","","","","","","","","143.49","","","441.06","","","87.89","","","80.8","","","","40.92","","","","","",""
"123","2022-05-24 20:42:49","6","de","842452769","2022-05-24 20:33:45","2022-05-24 20:42:49","","NA","KA","04","3","1","2022-05-24 00:00:00","75","75","15","","3","4","1","5","3","3","1","5","3","1","4","3","3","3","4","1","1","5","3","","7","4","4","7","7","4","7","7","1","4","4","4","7","7","7","7","7","1","7","7","4","4","4","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","4","5","5","4","4","1","4","4","","","","","","","","4","1","","","","544.96","103.71","","","","","","","","","193.19","","","103.61","","","74.11","","","44.56","","","","25.78","","","","","",""
"124","2022-05-26 17:41:09","6","de","1026481522","2022-05-26 17:33:23","2022-05-26 17:41:09","","NA","KA","04","3","2","2022-06-02 00:00:00","50","50","210","","3","4","1","3","3","3","1","3","3","1","3","3","2","3","3","1","1","5","3","","5","4","4","5","6","5","5","5","2","4","4","4","7","7","6","6","7","3","5","4","5","4","5","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","4","4","4","3","3","1","5","4","","","","","","","","3","1","","Es gab uneindeutige Situation in der die Polizei am Auto vorbeigefahren und das vor mit fahrende Auto rausgewunken hat. Da ich nicht sicher war, wen sie meinen bin ich ebenfalls mit abgefahren. ","","466.6","96.92","","","","","","","","","71.52","","","108.05","","","70.52","","","33.99","","","","85.6","","","","","",""

